Income_Segment,Education,Has_Children,Enrollment_Year,Product,Sales
High,Master,Has Children,2013,Sweets,20
High,Graduation,Has Children,2013,Sweets,6
Low,Graduation,Has Children,2014,Sweets,1
Low,Diploma,No Children,2012,Sweets,29
High,PhD,Has Children,2012,Sweets,76
Medium,Graduation,Has Children,2012,Sweets,5
High,Graduation,No Children,2013,Sweets,50
Medium,Master,Has Children,2013,Sweets,0
Medium,PhD,No Children,2013,Sweets,0
Medium,Master,Has Children,2013,Sweets,19
Medium,Graduation,Has Children,2014,Sweets,0
High,PhD,Has Children,2013,Sweets,35
High,PhD,Has Children,2014,Sweets,28
High,Graduation,No Children,2013,Sweets,14
Low,Graduation,Has Children,2012,Sweets,0
Medium,Master,Has Children,2013,Sweets,0
Low,Basic,No Children,2012,Sweets,62
High,PhD,Has Children,2012,Sweets,38
Medium,Master,Has Children,2013,Sweets,0
Medium,Graduation,No Children,2012,Sweets,10
High,Graduation,Has Children,2013,Sweets,36
High,Graduation,No Children,2013,Sweets,40
Medium,Graduation,No Children,2013,Sweets,10
High,Graduation,Has Children,2012,Sweets,26
Medium,PhD,Has Children,2013,Sweets,1
High,Graduation,Has Children,2013,Sweets,58
Medium,Graduation,Has Children,2013,Sweets,10
High,Master,No Children,2014,Sweets,129
Medium,PhD,Has Children,2013,Sweets,6
High,Master,No Children,2013,Sweets,61
Medium,Graduation,Has Children,2013,Sweets,3
Low,Graduation,Has Children,2013,Sweets,1
High,Graduation,No Children,2013,Sweets,21
High,Master,No Children,2014,Sweets,38
Medium,Graduation,Has Children,2014,Sweets,0
High,Master,No Children,2014,Sweets,14
Medium,Graduation,No Children,2013,Sweets,17
High,Graduation,No Children,2012,Sweets,33
Low,Graduation,Has Children,2012,Sweets,12
Medium,Graduation,Has Children,2012,Sweets,6
High,PhD,No Children,2013,Sweets,25
Medium,Master,No Children,2014,Sweets,31
High,Graduation,No Children,2012,Sweets,17
Medium,PhD,Has Children,2013,Sweets,27
Medium,Diploma,Has Children,2013,Sweets,57
High,Graduation,Has Children,2013,Sweets,54
Medium,Master,Has Children,2014,Sweets,0
High,Graduation,Has Children,2013,Sweets,9
Low,Graduation,Has Children,2013,Sweets,2
Medium,Master,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2014,Sweets,0
High,Graduation,No Children,2014,Sweets,60
Medium,Diploma,Has Children,2013,Sweets,54
Low,Master,Has Children,2013,Sweets,5
Low,Diploma,Has Children,2013,Sweets,3
Medium,Graduation,Has Children,2012,Sweets,19
Medium,PhD,Has Children,2012,Sweets,3
High,PhD,No Children,2013,Sweets,19
Medium,Graduation,Has Children,2013,Sweets,108
Low,Diploma,Has Children,2014,Sweets,7
High,Graduation,No Children,2014,Sweets,107
Medium,Graduation,Has Children,2013,Sweets,12
Low,Graduation,Has Children,2014,Sweets,1
Low,Master,Has Children,2014,Sweets,0
Medium,Diploma,Has Children,2014,Sweets,4
Low,Graduation,Has Children,2014,Sweets,0
High,PhD,Has Children,2014,Sweets,4
Low,Graduation,No Children,2013,Sweets,21
High,Master,No Children,2013,Sweets,123
Medium,Graduation,Has Children,2012,Sweets,6
Medium,PhD,Has Children,2013,Sweets,45
High,Graduation,No Children,2013,Sweets,185
Low,Diploma,No Children,2013,Sweets,8
High,Graduation,Has Children,2013,Sweets,57
Medium,Graduation,Has Children,2013,Sweets,8
High,Graduation,No Children,2013,Sweets,134
High,Master,Has Children,2013,Sweets,0
High,Diploma,Has Children,2014,Sweets,121
Medium,PhD,Has Children,2013,Sweets,6
Medium,PhD,Has Children,2014,Sweets,2
High,Graduation,Has Children,2012,Sweets,40
Low,Master,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2012,Sweets,0
Medium,Graduation,Has Children,2012,Sweets,10
Medium,PhD,Has Children,2014,Sweets,0
Medium,Diploma,Has Children,2013,Sweets,24
High,PhD,Has Children,2013,Sweets,10
Medium,Master,Has Children,2013,Sweets,0
High,PhD,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2014,Sweets,0
Low,Graduation,Has Children,2013,Sweets,2
Medium,PhD,Has Children,2013,Sweets,0
Medium,Master,Has Children,2013,Sweets,2
Medium,PhD,Has Children,2012,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,6
Medium,Diploma,Has Children,2013,Sweets,6
Low,Master,No Children,2013,Sweets,11
Medium,Graduation,Has Children,2014,Sweets,0
Low,Diploma,Has Children,2014,Sweets,2
High,Graduation,No Children,2012,Sweets,0
High,Master,Has Children,2013,Sweets,47
Medium,Graduation,Has Children,2014,Sweets,4
Low,Graduation,No Children,2013,Sweets,5
Medium,PhD,Has Children,2012,Sweets,4
High,Master,No Children,2012,Sweets,163
High,Master,No Children,2013,Sweets,127
Medium,Graduation,Has Children,2014,Sweets,2
Medium,PhD,No Children,2013,Sweets,34
Low,Master,Has Children,2013,Sweets,10
Low,Graduation,Has Children,2012,Sweets,1
Medium,Master,Has Children,2013,Sweets,0
Low,Diploma,Has Children,2013,Sweets,9
Medium,Graduation,Has Children,2012,Sweets,8
Medium,Graduation,Has Children,2013,Sweets,0
High,Graduation,Has Children,2012,Sweets,21
High,Graduation,No Children,2013,Sweets,75
High,PhD,Has Children,2012,Sweets,5
Medium,Master,Has Children,2013,Sweets,2
Low,Master,Has Children,2012,Sweets,3
Medium,Graduation,Has Children,2014,Sweets,0
Low,Graduation,Has Children,2013,Sweets,5
Medium,Basic,Has Children,2012,Sweets,2
High,Graduation,No Children,2014,Sweets,22
Low,Master,No Children,2013,Sweets,18
Medium,Master,No Children,2013,Sweets,0
Low,Basic,Has Children,2012,Sweets,7
Low,Graduation,Has Children,2013,Sweets,0
Medium,PhD,No Children,2012,Sweets,49
Medium,Graduation,Has Children,2013,Sweets,17
Medium,Master,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,5
Medium,Master,Has Children,2012,Sweets,11
Medium,PhD,Has Children,2013,Sweets,0
Medium,Graduation,No Children,2013,Sweets,15
High,Graduation,No Children,2014,Sweets,17
Medium,Diploma,Has Children,2013,Sweets,4
High,Diploma,No Children,2013,Sweets,35
Low,Graduation,Has Children,2013,Sweets,1
High,Graduation,Has Children,2013,Sweets,31
High,Graduation,Has Children,2012,Sweets,125
Medium,PhD,Has Children,2012,Sweets,1
Low,Graduation,Has Children,2012,Sweets,3
High,PhD,Has Children,2013,Sweets,30
High,PhD,No Children,2014,Sweets,18
High,Diploma,Has Children,2014,Sweets,121
Medium,Diploma,No Children,2014,Sweets,1
High,Graduation,No Children,2013,Sweets,198
Medium,Graduation,Has Children,2014,Sweets,0
High,Graduation,No Children,2013,Sweets,54
Medium,Graduation,Has Children,2013,Sweets,44
High,Master,Has Children,2012,Sweets,41
High,Graduation,Has Children,2013,Sweets,43
High,Graduation,Has Children,2012,Sweets,50
High,PhD,No Children,2014,Sweets,0
High,PhD,Has Children,2012,Sweets,12
Medium,Graduation,Has Children,2013,Sweets,3
High,Master,No Children,2013,Sweets,42
Medium,PhD,Has Children,2013,Sweets,11
High,Graduation,No Children,2013,Sweets,21
Medium,Master,Has Children,2013,Sweets,4
High,Master,Has Children,2014,Sweets,50
High,Graduation,Has Children,2013,Sweets,31
High,Master,No Children,2014,Sweets,115
Low,Graduation,Has Children,2012,Sweets,3
High,Graduation,Has Children,2012,Sweets,80
Medium,PhD,Has Children,2014,Sweets,1
Medium,Graduation,Has Children,2012,Sweets,0
High,Graduation,Has Children,2014,Sweets,6
Low,Diploma,No Children,2012,Sweets,20
High,PhD,Has Children,2013,Sweets,82
Medium,PhD,Has Children,2013,Sweets,1
Medium,Graduation,Has Children,2012,Sweets,11
Low,Graduation,Has Children,2013,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,98
Low,Basic,No Children,2012,Sweets,7
Low,Master,No Children,2013,Sweets,2
Low,Graduation,No Children,2012,Sweets,4
Medium,PhD,Has Children,2013,Sweets,0
Low,Basic,Has Children,2013,Sweets,3
Low,PhD,Has Children,2013,Sweets,0
Medium,Diploma,Has Children,2013,Sweets,9
Medium,PhD,Has Children,2013,Sweets,51
Medium,Master,Has Children,2013,Sweets,14
High,Graduation,Has Children,2012,Sweets,106
High,Graduation,Has Children,2013,Sweets,101
Medium,PhD,Has Children,2012,Sweets,9
Low,Graduation,Has Children,2014,Sweets,3
High,PhD,Has Children,2012,Sweets,12
High,Graduation,No Children,2014,Sweets,43
Medium,Diploma,Has Children,2013,Sweets,1
High,PhD,No Children,2013,Sweets,110
High,Graduation,Has Children,2013,Sweets,23
High,Graduation,No Children,2012,Sweets,134
Medium,Diploma,No Children,2013,Sweets,61
Medium,Graduation,Has Children,2013,Sweets,6
High,Graduation,No Children,2013,Sweets,32
High,PhD,Has Children,2013,Sweets,48
High,PhD,No Children,2012,Sweets,102
High,PhD,No Children,2014,Sweets,40
High,PhD,No Children,2013,Sweets,9
Medium,PhD,Has Children,2012,Sweets,0
High,Graduation,No Children,2013,Sweets,49
Medium,Master,Has Children,2013,Sweets,11
Low,Basic,No Children,2013,Sweets,7
Medium,Master,Has Children,2013,Sweets,2
High,Master,Has Children,2013,Sweets,3
Medium,Graduation,No Children,2014,Sweets,0
Low,PhD,Has Children,2013,Sweets,3
Medium,Graduation,No Children,2013,Sweets,83
High,Graduation,No Children,2014,Sweets,22
High,Graduation,Has Children,2013,Sweets,26
High,Graduation,Has Children,2014,Sweets,64
High,Graduation,Has Children,2014,Sweets,12
High,Master,No Children,2014,Sweets,16
Medium,Master,Has Children,2013,Sweets,14
High,Graduation,Has Children,2013,Sweets,107
Medium,PhD,Has Children,2014,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,6
High,PhD,Has Children,2013,Sweets,0
Medium,Master,Has Children,2013,Sweets,2
Low,Graduation,Has Children,2013,Sweets,2
Medium,Master,Has Children,2012,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,14
Medium,Graduation,No Children,2013,Sweets,21
Medium,Graduation,Has Children,2013,Sweets,8
High,PhD,No Children,2012,Sweets,160
High,Diploma,No Children,2012,Sweets,138
Low,Graduation,Has Children,2013,Sweets,5
Medium,Graduation,Has Children,2013,Sweets,122
Medium,Graduation,Has Children,2014,Sweets,0
High,Master,Has Children,2012,Sweets,28
Medium,Graduation,No Children,2013,Sweets,28
Low,PhD,Has Children,2014,Sweets,1
High,Graduation,No Children,2013,Sweets,166
Low,Graduation,Has Children,2012,Sweets,7
Medium,Graduation,Has Children,2014,Sweets,0
High,Graduation,No Children,2013,Sweets,76
High,Master,No Children,2014,Sweets,58
Medium,Master,Has Children,2013,Sweets,3
High,Graduation,No Children,2013,Sweets,28
Medium,PhD,Has Children,2013,Sweets,0
Medium,PhD,Has Children,2012,Sweets,0
High,Graduation,Has Children,2013,Sweets,24
Medium,PhD,Has Children,2013,Sweets,2
High,Graduation,Has Children,2013,Sweets,28
High,Graduation,No Children,2014,Sweets,50
High,Graduation,Has Children,2013,Sweets,136
High,Master,Has Children,2014,Sweets,18
Low,Basic,Has Children,2013,Sweets,4
High,Graduation,Has Children,2012,Sweets,24
High,PhD,Has Children,2013,Sweets,21
Medium,Master,Has Children,2013,Sweets,3
Medium,PhD,Has Children,2014,Sweets,0
Medium,Diploma,Has Children,2013,Sweets,8
High,Graduation,No Children,2014,Sweets,31
High,Graduation,No Children,2013,Sweets,31
Low,Diploma,Has Children,2013,Sweets,8
High,Graduation,No Children,2014,Sweets,106
Medium,Graduation,Has Children,2013,Sweets,3
High,Diploma,No Children,2014,Sweets,34
High,PhD,No Children,2013,Sweets,56
Medium,PhD,Has Children,2013,Sweets,4
Medium,Graduation,Has Children,2013,Sweets,98
High,Graduation,No Children,2013,Sweets,27
High,Graduation,No Children,2014,Sweets,80
High,Diploma,No Children,2013,Sweets,116
High,PhD,Has Children,2012,Sweets,12
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Master,Has Children,2013,Sweets,4
Medium,PhD,Has Children,2014,Sweets,0
Medium,Diploma,Has Children,2013,Sweets,5
High,Graduation,Has Children,2014,Sweets,43
High,Master,No Children,2013,Sweets,67
Medium,PhD,Has Children,2013,Sweets,1
High,Graduation,No Children,2014,Sweets,17
Medium,Graduation,Has Children,2013,Sweets,0
High,Graduation,No Children,2012,Sweets,0
High,Graduation,No Children,2012,Sweets,133
Medium,Diploma,Has Children,2013,Sweets,15
High,Master,Has Children,2013,Sweets,0
High,Graduation,Has Children,2013,Sweets,32
High,PhD,No Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,26
Medium,Graduation,Has Children,2013,Sweets,4
Low,PhD,Has Children,2012,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,0
Medium,PhD,Has Children,2013,Sweets,0
High,PhD,No Children,2014,Sweets,0
Medium,Master,Has Children,2013,Sweets,1
High,Graduation,Has Children,2013,Sweets,120
High,PhD,No Children,2014,Sweets,182
Medium,Graduation,Has Children,2014,Sweets,0
Low,Graduation,Has Children,2014,Sweets,1
Medium,Graduation,Has Children,2014,Sweets,5
Medium,Graduation,Has Children,2013,Sweets,6
Low,Basic,Has Children,2012,Sweets,16
Low,Master,Has Children,2014,Sweets,2
Medium,PhD,Has Children,2013,Sweets,18
Medium,Master,Has Children,2014,Sweets,4
Medium,Graduation,Has Children,2012,Sweets,3
High,Master,No Children,2013,Sweets,76
High,PhD,No Children,2012,Sweets,23
Low,Graduation,No Children,2013,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,14
Medium,Master,No Children,2013,Sweets,9
High,PhD,Has Children,2014,Sweets,14
High,Diploma,Has Children,2012,Sweets,8
High,Graduation,No Children,2013,Sweets,91
Low,Graduation,Has Children,2013,Sweets,2
High,Master,Has Children,2013,Sweets,27
Medium,Graduation,Has Children,2013,Sweets,1
Medium,Graduation,Has Children,2013,Sweets,14
High,PhD,No Children,2013,Sweets,148
Medium,Graduation,No Children,2013,Sweets,58
Medium,Master,Has Children,2013,Sweets,0
Medium,Master,Has Children,2014,Sweets,7
Medium,Graduation,Has Children,2013,Sweets,3
Medium,Graduation,Has Children,2013,Sweets,17
High,Graduation,Has Children,2013,Sweets,161
Low,Graduation,No Children,2013,Sweets,16
Low,Graduation,Has Children,2013,Sweets,1
High,Graduation,No Children,2014,Sweets,30
Medium,Master,Has Children,2013,Sweets,69
High,PhD,No Children,2013,Sweets,161
High,PhD,Has Children,2014,Sweets,4
Medium,Graduation,Has Children,2014,Sweets,1
Low,Graduation,No Children,2012,Sweets,157
High,Graduation,Has Children,2014,Sweets,7
Low,Diploma,Has Children,2013,Sweets,6
High,PhD,No Children,2013,Sweets,71
Low,Graduation,Has Children,2013,Sweets,11
Medium,Graduation,No Children,2014,Sweets,0
Low,Graduation,No Children,2013,Sweets,21
High,Graduation,Has Children,2013,Sweets,57
High,Diploma,Has Children,2013,Sweets,153
High,Graduation,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,1
High,PhD,Has Children,2013,Sweets,56
Low,Graduation,Has Children,2014,Sweets,0
Medium,PhD,Has Children,2013,Sweets,1
Medium,Graduation,No Children,2012,Sweets,5
Medium,PhD,Has Children,2013,Sweets,16
Low,Diploma,Has Children,2013,Sweets,18
Medium,Graduation,Has Children,2013,Sweets,1
High,Graduation,Has Children,2013,Sweets,123
Medium,Master,Has Children,2013,Sweets,6
High,Graduation,No Children,2012,Sweets,31
Medium,Diploma,Has Children,2013,Sweets,1
Medium,Graduation,Has Children,2014,Sweets,17
Medium,Graduation,Has Children,2013,Sweets,8
Medium,Graduation,Has Children,2012,Sweets,44
Medium,Graduation,Has Children,2014,Sweets,14
Low,Graduation,Has Children,2012,Sweets,3
High,Diploma,No Children,2013,Sweets,35
High,Graduation,No Children,2014,Sweets,55
High,Diploma,No Children,2012,Sweets,45
Medium,Master,Has Children,2012,Sweets,7
Medium,Graduation,Has Children,2013,Sweets,9
Low,Graduation,Has Children,2013,Sweets,10
Medium,Graduation,Has Children,2013,Sweets,0
High,PhD,Has Children,2014,Sweets,32
High,Diploma,No Children,2012,Sweets,133
Medium,PhD,Has Children,2014,Sweets,0
Medium,PhD,Has Children,2014,Sweets,0
High,Graduation,Has Children,2013,Sweets,9
Medium,Master,Has Children,2014,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,25
Medium,Graduation,Has Children,2012,Sweets,0
High,Diploma,No Children,2013,Sweets,30
Low,Graduation,Has Children,2014,Sweets,1
Medium,Master,Has Children,2014,Sweets,0
Low,Graduation,No Children,2013,Sweets,1
Medium,Diploma,Has Children,2012,Sweets,41
Medium,Diploma,Has Children,2013,Sweets,13
Medium,PhD,Has Children,2013,Sweets,3
Medium,Master,Has Children,2013,Sweets,7
Low,Master,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,20
Medium,Graduation,Has Children,2012,Sweets,7
High,PhD,No Children,2013,Sweets,0
High,Graduation,Has Children,2014,Sweets,66
Low,Graduation,Has Children,2014,Sweets,4
Medium,Diploma,Has Children,2014,Sweets,15
High,Master,Has Children,2013,Sweets,16
High,Graduation,No Children,2013,Sweets,143
Medium,Master,Has Children,2013,Sweets,9
Medium,Graduation,Has Children,2013,Sweets,1
High,Master,No Children,2014,Sweets,45
Low,Diploma,Has Children,2013,Sweets,18
Low,Graduation,Has Children,2014,Sweets,15
Medium,Graduation,Has Children,2012,Sweets,1
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Diploma,Has Children,2014,Sweets,5
High,PhD,No Children,2012,Sweets,102
High,PhD,No Children,2013,Sweets,92
Medium,PhD,Has Children,2012,Sweets,5
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,24
High,Master,No Children,2013,Sweets,36
Medium,Graduation,Has Children,2013,Sweets,1
Medium,Master,Has Children,2012,Sweets,2
High,Graduation,No Children,2014,Sweets,56
Low,Basic,Has Children,2014,Sweets,3
Medium,PhD,No Children,2013,Sweets,49
Medium,PhD,Has Children,2012,Sweets,0
High,Graduation,Has Children,2013,Sweets,51
High,Graduation,Has Children,2014,Sweets,169
Medium,PhD,Has Children,2013,Sweets,0
Low,Graduation,Has Children,2013,Sweets,10
High,Graduation,No Children,2013,Sweets,103
Medium,Graduation,Has Children,2013,Sweets,1
High,Graduation,No Children,2013,Sweets,40
Medium,Graduation,No Children,2013,Sweets,3
Medium,Graduation,Has Children,2013,Sweets,7
High,Graduation,No Children,2014,Sweets,11
High,Graduation,No Children,2013,Sweets,18
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2014,Sweets,5
Medium,PhD,No Children,2014,Sweets,3
High,PhD,No Children,2013,Sweets,28
High,Graduation,No Children,2013,Sweets,60
Medium,PhD,Has Children,2013,Sweets,0
Medium,Master,Has Children,2013,Sweets,9
High,Graduation,No Children,2012,Sweets,27
High,Graduation,No Children,2013,Sweets,61
High,Master,No Children,2013,Sweets,9
High,PhD,No Children,2013,Sweets,19
Medium,Diploma,Has Children,2013,Sweets,32
High,PhD,No Children,2013,Sweets,0
Medium,PhD,Has Children,2014,Sweets,0
High,Graduation,No Children,2013,Sweets,12
Medium,Master,Has Children,2013,Sweets,7
Medium,PhD,Has Children,2014,Sweets,5
High,Graduation,Has Children,2014,Sweets,149
Low,Master,No Children,2012,Sweets,24
High,Graduation,No Children,2014,Sweets,12
High,Diploma,No Children,2013,Sweets,55
High,Graduation,No Children,2014,Sweets,91
High,PhD,Has Children,2013,Sweets,13
High,PhD,No Children,2014,Sweets,21
Medium,Graduation,Has Children,2014,Sweets,9
High,PhD,Has Children,2012,Sweets,0
Low,Basic,Has Children,2012,Sweets,9
High,Graduation,No Children,2014,Sweets,17
Medium,PhD,Has Children,2014,Sweets,1
High,Graduation,No Children,2013,Sweets,75
High,PhD,Has Children,2013,Sweets,71
Medium,Graduation,Has Children,2013,Sweets,24
High,PhD,Has Children,2013,Sweets,15
High,Diploma,Has Children,2013,Sweets,86
Medium,PhD,Has Children,2013,Sweets,6
High,Graduation,No Children,2013,Sweets,70
High,Graduation,No Children,2013,Sweets,45
Low,Basic,No Children,2012,Sweets,16
Medium,PhD,No Children,2012,Sweets,0
Medium,Diploma,Has Children,2014,Sweets,48
High,Graduation,Has Children,2013,Sweets,25
Medium,Graduation,Has Children,2013,Sweets,8
High,Diploma,Has Children,2012,Sweets,18
Low,PhD,Has Children,2014,Sweets,4
Medium,PhD,Has Children,2014,Sweets,0
Medium,Master,Has Children,2013,Sweets,3
Medium,PhD,Has Children,2013,Sweets,5
Medium,Master,Has Children,2014,Sweets,0
Low,PhD,Has Children,2013,Sweets,1
Medium,Graduation,Has Children,2012,Sweets,146
Medium,Graduation,Has Children,2012,Sweets,41
Medium,Graduation,Has Children,2014,Sweets,2
Medium,PhD,Has Children,2013,Sweets,0
High,Graduation,Has Children,2012,Sweets,123
Medium,PhD,Has Children,2014,Sweets,0
Medium,Master,Has Children,2012,Sweets,16
Medium,PhD,Has Children,2013,Sweets,17
Medium,Graduation,Has Children,2014,Sweets,10
Medium,Graduation,Has Children,2013,Sweets,59
High,Graduation,No Children,2013,Sweets,24
Medium,Graduation,Has Children,2012,Sweets,9
Medium,PhD,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2012,Sweets,72
High,Graduation,No Children,2014,Sweets,137
Medium,PhD,Has Children,2013,Sweets,2
Low,Diploma,Has Children,2012,Sweets,7
Medium,Diploma,Has Children,2013,Sweets,57
High,Master,No Children,2012,Sweets,92
High,Graduation,No Children,2014,Sweets,35
High,Master,No Children,2012,Sweets,18
Medium,Master,Has Children,2013,Sweets,3
Medium,Graduation,Has Children,2014,Sweets,11
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Diploma,Has Children,2013,Sweets,0
Low,Graduation,No Children,2014,Sweets,0
Medium,Master,Has Children,2013,Sweets,0
High,Graduation,Has Children,2013,Sweets,87
High,Graduation,No Children,2013,Sweets,42
High,PhD,Has Children,2013,Sweets,7
High,PhD,No Children,2013,Sweets,55
High,Graduation,No Children,2013,Sweets,91
High,Diploma,No Children,2013,Sweets,37
Medium,PhD,Has Children,2014,Sweets,1
High,Graduation,No Children,2014,Sweets,69
Low,Diploma,Has Children,2012,Sweets,0
Medium,Master,Has Children,2012,Sweets,5
High,Graduation,Has Children,2014,Sweets,35
High,Graduation,Has Children,2014,Sweets,6
Medium,Graduation,No Children,2014,Sweets,0
High,Graduation,No Children,2013,Sweets,58
Low,Graduation,Has Children,2014,Sweets,17
Medium,Graduation,Has Children,2013,Sweets,41
Medium,Graduation,Has Children,2013,Sweets,2
High,PhD,Has Children,2012,Sweets,0
High,PhD,No Children,2013,Sweets,20
Medium,Diploma,Has Children,2013,Sweets,5
Low,Graduation,Has Children,2013,Sweets,13
Medium,PhD,Has Children,2013,Sweets,2
Medium,Graduation,Has Children,2013,Sweets,56
High,Master,Has Children,2012,Sweets,38
High,Graduation,No Children,2013,Sweets,31
Low,Graduation,Has Children,2014,Sweets,1
Medium,PhD,Has Children,2013,Sweets,0
High,Graduation,Has Children,2012,Sweets,178
Medium,PhD,Has Children,2014,Sweets,1
Medium,Graduation,Has Children,2013,Sweets,12
Medium,Master,Has Children,2012,Sweets,0
Medium,Master,Has Children,2014,Sweets,0
Medium,Master,No Children,2014,Sweets,43
High,Diploma,No Children,2014,Sweets,152
Medium,Graduation,No Children,2013,Sweets,6
Medium,Graduation,Has Children,2013,Sweets,5
Low,Graduation,No Children,2013,Sweets,20
Medium,Graduation,Has Children,2014,Sweets,1
Low,PhD,Has Children,2013,Sweets,0
High,PhD,Has Children,2013,Sweets,0
Medium,Master,Has Children,2014,Sweets,0
Low,Graduation,Has Children,2012,Sweets,0
Medium,PhD,Has Children,2013,Sweets,77
Low,Graduation,Has Children,2013,Sweets,12
Low,Basic,Has Children,2013,Sweets,12
Medium,PhD,Has Children,2013,Sweets,0
High,Diploma,Has Children,2012,Sweets,11
High,Graduation,No Children,2013,Sweets,112
High,Graduation,No Children,2013,Sweets,115
High,Graduation,No Children,2014,Sweets,50
Medium,Diploma,Has Children,2013,Sweets,8
High,Graduation,No Children,2014,Sweets,133
Low,Graduation,No Children,2012,Sweets,26
Medium,PhD,Has Children,2014,Sweets,2
Medium,Master,Has Children,2013,Sweets,0
Medium,PhD,Has Children,2014,Sweets,4
Medium,Graduation,Has Children,2013,Sweets,26
High,Graduation,Has Children,2014,Sweets,24
Medium,Graduation,Has Children,2012,Sweets,0
Low,Graduation,No Children,2012,Sweets,12
High,Graduation,No Children,2014,Sweets,33
Medium,Graduation,Has Children,2013,Sweets,0
Medium,Master,Has Children,2012,Sweets,1
Medium,Master,Has Children,2013,Sweets,6
High,PhD,Has Children,2013,Sweets,53
Medium,Graduation,Has Children,2012,Sweets,39
Medium,Graduation,Has Children,2013,Sweets,6
High,Diploma,No Children,2014,Sweets,152
Low,PhD,Has Children,2014,Sweets,0
High,PhD,No Children,2013,Sweets,0
Low,Diploma,Has Children,2013,Sweets,5
Low,Master,Has Children,2013,Sweets,0
High,Graduation,No Children,2012,Sweets,0
Medium,Graduation,Has Children,2012,Sweets,5
Medium,PhD,No Children,2013,Sweets,0
High,Graduation,No Children,2012,Sweets,14
High,Graduation,No Children,2013,Sweets,54
High,Master,Has Children,2012,Sweets,0
High,Graduation,Has Children,2013,Sweets,0
Medium,PhD,No Children,2013,Sweets,59
Medium,PhD,Has Children,2014,Sweets,2
High,PhD,Has Children,2014,Sweets,0
Low,Graduation,Has Children,2012,Sweets,3
High,Graduation,No Children,2014,Sweets,44
High,Diploma,Has Children,2012,Sweets,116
Low,Graduation,No Children,2012,Sweets,4
High,Graduation,No Children,2014,Sweets,8
Medium,PhD,Has Children,2014,Sweets,1
High,Graduation,Has Children,2012,Sweets,76
Medium,Graduation,Has Children,2012,Sweets,21
Medium,Graduation,Has Children,2014,Sweets,0
Medium,Graduation,No Children,2013,Sweets,10
High,Graduation,No Children,2013,Sweets,138
High,PhD,No Children,2013,Sweets,44
Low,Diploma,Has Children,2013,Sweets,3
Medium,Master,Has Children,2014,Sweets,10
Medium,PhD,Has Children,2013,Sweets,0
High,Graduation,No Children,2014,Sweets,92
Medium,Graduation,Has Children,2012,Sweets,13
High,Graduation,No Children,2012,Sweets,83
Medium,Graduation,Has Children,2013,Sweets,0
High,Master,No Children,2013,Sweets,38
Medium,Graduation,Has Children,2013,Sweets,0
Low,Graduation,Has Children,2013,Sweets,1
High,PhD,No Children,2013,Sweets,54
Medium,Graduation,Has Children,2014,Sweets,1
High,PhD,No Children,2014,Sweets,32
High,PhD,No Children,2014,Sweets,95
Medium,PhD,Has Children,2014,Sweets,8
High,Graduation,No Children,2013,Sweets,21
Medium,PhD,Has Children,2013,Sweets,3
Medium,PhD,Has Children,2014,Sweets,1
High,Graduation,Has Children,2013,Sweets,30
High,Graduation,Has Children,2014,Sweets,16
High,Diploma,No Children,2012,Sweets,39
Low,Master,Has Children,2013,Sweets,0
Medium,Graduation,Has Children,2013,Sweets,35
High,Graduation,No Children,2013,Sweets,161
Medium,Diploma,Has Children,2013,Sweets,9
Medium,Graduation,Has Children,2013,Sweets,19
Medium,Graduation,Has Children,2013,Sweets,7
Medium,Graduation,Has Children,2014,Sweets,6
High,PhD,No Children,2013,Sweets,93
Medium,PhD,Has Children,2014,Sweets,0
Low,Diploma,No Children,2013,Sweets,8
High,Diploma,Has Children,2014,Sweets,32
High,Graduation,Has Children,2014,Sweets,21
High,Graduation,No Children,2013,Sweets,33
High,Diploma,No Children,2013,Sweets,160
Medium,PhD,Has Children,2014,Sweets,0
High,Master,No Children,2014,Sweets,115
Low,PhD,Has Children,2013,Sweets,1
High,Graduation,Has Children,2013,Sweets,14
Medium,PhD,Has Children,2013,Sweets,0
Medium,Master,No Children,2013,Sweets,28
Low,Basic,No Children,2013,Sweets,6
